source_var,source_label,table_name,data_filename,year,dict_file,dict_filename,filename,source_label_norm,source_var_norm,table_name_norm,prefix_hint,prefix_token,release,survey_hint,dict_row_sha256
UNITID,Unique identification number of the institution,<NA>,<NA>,2022,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2022/S2022_NH_Dict/s2022_nh.xlsx,s2022_nh.xlsx,s2022_nh.xlsx,unique identification number of the institution,unitid,<na>,S,S,,S,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2022,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2022/SAL2022_IS_Dict/sal2022_is.xlsx,sal2022_is.xlsx,sal2022_is.xlsx,unique identification number of the institution,unitid,<na>,SAL,SAL,,SAL,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2022,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2022/SFA2122_Dict/sfa2122.xlsx,sfa2122.xlsx,sfa2122.xlsx,unique identification number of the institution,unitid,<na>,SFA,SFA,,StudentFinancialAid,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2022,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2022/S2022_SIS_Dict/s2022_sis.xlsx,s2022_sis.xlsx,s2022_sis.xlsx,unique identification number of the institution,unitid,<na>,S,S,,S,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2022,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2022/IC2022_AY_Dict/ic2022_ay.xlsx,ic2022_ay.xlsx,ic2022_ay.xlsx,unique identification number of the institution,unitid,<na>,IC,IC,,InstitutionalCharacteristics,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2022,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2022/EF2022A_Dict/ef2022a.xlsx,ef2022a.xlsx,ef2022a.xlsx,unique identification number of the institution,unitid,<na>,EF,EF,,FallEnrollment,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2022,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2022/EFIA2022_Dict/efia2022.xlsx,efia2022.xlsx,efia2022.xlsx,unique identification number of the institution,unitid,<na>,EFIA,EFIA,,12MonthEnrollment,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2022,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2022/FLAGS2022_Dict/flags2022.xlsx,flags2022.xlsx,flags2022.xlsx,unique identification number of the institution,unitid,<na>,LAGS,LAGS,,LAGS,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2022,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2022/IC2022_CAMPUSES_Dict/ic2022_campuses.xlsx,ic2022_campuses.xlsx,ic2022_campuses.xlsx,unique identification number of the institution,unitid,<na>,IC,IC,,InstitutionalCharacteristics,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2022,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2022/C2022DEP_Dict/c2022dep.xlsx,c2022dep.xlsx,c2022dep.xlsx,unique identification number of the institution,unitid,<na>,C,C,,Completions,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2022,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2022/SAL2022_NIS_Dict/sal2022_nis.xlsx,sal2022_nis.xlsx,sal2022_nis.xlsx,unique identification number of the institution,unitid,<na>,SAL,SAL,,SAL,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2022,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2022/S2022_OC_Dict/s2022_oc.xlsx,s2022_oc.xlsx,s2022_oc.xlsx,unique identification number of the institution,unitid,<na>,S,S,,S,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2022,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2022/EAP2022_Dict/eap2022.xlsx,eap2022.xlsx,eap2022.xlsx,unique identification number of the institution,unitid,<na>,EAP,EAP,,EAP,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2022,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2022/EFFY2022_DIST_Dict/effy2022_dist.xlsx,effy2022_dist.xlsx,effy2022_dist.xlsx,unique identification number of the institution,unitid,<na>,EFFY,EFFY,,12MonthEnrollment,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2022,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2022/IC2022_PY_Dict/ic2022_py.xlsx,ic2022_py.xlsx,ic2022_py.xlsx,unique identification number of the institution,unitid,<na>,IC,IC,,InstitutionalCharacteristics,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2022,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2022/ADM2022_Dict/adm2022.xlsx,adm2022.xlsx,adm2022.xlsx,unique identification number of the institution,unitid,<na>,ADM,ADM,,Admissions,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2022,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2022/EF2022C_Dict/ef2022c.xlsx,ef2022c.xlsx,ef2022c.xlsx,unique identification number of the institution,unitid,<na>,EF,EF,,FallEnrollment,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2022,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2022/F2122_F2_Dict/f2122_f2.xlsx,f2122_f2.xlsx,f2122_f2.xlsx,unique identification number of the institution,unitid,<na>,F,F,,F,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2022,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2022/EFFY2022_Dict/effy2022.xlsx,effy2022.xlsx,effy2022.xlsx,unique identification number of the institution,unitid,<na>,EFFY,EFFY,,12MonthEnrollment,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2022,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2022/F2122_F3_Dict/f2122_f3.xlsx,f2122_f3.xlsx,f2122_f3.xlsx,unique identification number of the institution,unitid,<na>,F,F,,F,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2022,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2022/EF2022B_Dict/ef2022b.xlsx,ef2022b.xlsx,ef2022b.xlsx,unique identification number of the institution,unitid,<na>,EF,EF,,FallEnrollment,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2022,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2022/SFAV2122_Dict/sfav2122.xlsx,sfav2122.xlsx,sfav2122.xlsx,unique identification number of the institution,unitid,<na>,SFAV,SFAV,,StudentFinancialAid,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2022,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2022/EF2022A_DIST_Dict/ef2022a_dist.xlsx,ef2022a_dist.xlsx,ef2022a_dist.xlsx,unique identification number of the institution,unitid,<na>,EF,EF,,FallEnrollment,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2022,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2022/C2022_B_Dict/c2022_b.xlsx,c2022_b.xlsx,c2022_b.xlsx,unique identification number of the institution,unitid,<na>,C,C,,Completions,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2022,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2022/OM2022_Dict/om2022.xlsx,om2022.xlsx,om2022.xlsx,unique identification number of the institution,unitid,<na>,OM,OM,,OutcomeMeasures,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2022,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2022/S2022_IS_Dict/s2022_is.xlsx,s2022_is.xlsx,s2022_is.xlsx,unique identification number of the institution,unitid,<na>,S,S,,S,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2022,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2022/C2022_C_Dict/c2022_c.xlsx,c2022_c.xlsx,c2022_c.xlsx,unique identification number of the institution,unitid,<na>,C,C,,Completions,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2022,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2022/EF2022D_Dict/ef2022d.xlsx,ef2022d.xlsx,ef2022d.xlsx,unique identification number of the institution,unitid,<na>,EF,EF,,FallEnrollment,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2022,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2022/GR2022_PELL_SSL_Dict/gr2022_pell_ssl.xlsx,gr2022_pell_ssl.xlsx,gr2022_pell_ssl.xlsx,unique identification number of the institution,unitid,<na>,GR,GR,,GraduationRates,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
CSNHPIT,Native Hawaiian or Other Pacific Islander total,<NA>,<NA>,2022,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2022/C2022_B_Dict/c2022_b.xlsx,c2022_b.xlsx,c2022_b.xlsx,native hawaiian or other pacific islander total,csnhpit,<na>,C,C,,Completions,e58f7fbda0c4683f791b4677ccd66802b381f828020f0c9db56f5c12097546fe
CSNHPIT,Native Hawaiian or Other Pacific Islander total,<NA>,<NA>,2022,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2022/C2022_C_Dict/c2022_c.xlsx,c2022_c.xlsx,c2022_c.xlsx,native hawaiian or other pacific islander total,csnhpit,<na>,C,C,,Completions,e58f7fbda0c4683f791b4677ccd66802b381f828020f0c9db56f5c12097546fe
CSUNKNT,Race/ethnicity unknown total,<NA>,<NA>,2022,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2022/C2022_B_Dict/c2022_b.xlsx,c2022_b.xlsx,c2022_b.xlsx,race/ethnicity unknown total,csunknt,<na>,C,C,,Completions,f118763c84c92a1eafd5c6931e80d0287e9f29e0e09c6659fd608212967d74f3
CSUNKNT,Race/ethnicity unknown total,<NA>,<NA>,2022,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2022/C2022_C_Dict/c2022_c.xlsx,c2022_c.xlsx,c2022_c.xlsx,race/ethnicity unknown total,csunknt,<na>,C,C,,Completions,f118763c84c92a1eafd5c6931e80d0287e9f29e0e09c6659fd608212967d74f3
HRUNKNT,Race/ethnicity unknown total,<NA>,<NA>,2022,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2022/S2022_NH_Dict/s2022_nh.xlsx,s2022_nh.xlsx,s2022_nh.xlsx,race/ethnicity unknown total,hrunknt,<na>,HR,HR,,HumanResources,f3875e8e0c5e978c29e8a214fe183672de9dc470e51cff3bf92b0373ea6b3067
HRUNKNT,Race/ethnicity unknown total,<NA>,<NA>,2022,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2022/S2022_OC_Dict/s2022_oc.xlsx,s2022_oc.xlsx,s2022_oc.xlsx,race/ethnicity unknown total,hrunknt,<na>,HR,HR,,HumanResources,f3875e8e0c5e978c29e8a214fe183672de9dc470e51cff3bf92b0373ea6b3067
HRUNKNT,Race/ethnicity unknown total,<NA>,<NA>,2022,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2022/S2022_IS_Dict/s2022_is.xlsx,s2022_is.xlsx,s2022_is.xlsx,race/ethnicity unknown total,hrunknt,<na>,HR,HR,,HumanResources,f3875e8e0c5e978c29e8a214fe183672de9dc470e51cff3bf92b0373ea6b3067
EFWHITW,White women,<NA>,<NA>,2022,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2022/EF2022CP_Dict/ef2022cp.xlsx,ef2022cp.xlsx,ef2022cp.xlsx,white women,efwhitw,<na>,EF,EF,,FallEnrollment,f72bce0e4a971c4c2570c11e9fef8b9d462c1fe76a8b480505ce0cfb7724fa0a
EFWHITW,White women,<NA>,<NA>,2022,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2022/EF2022A_Dict/ef2022a.xlsx,ef2022a.xlsx,ef2022a.xlsx,white women,efwhitw,<na>,EF,EF,,FallEnrollment,f72bce0e4a971c4c2570c11e9fef8b9d462c1fe76a8b480505ce0cfb7724fa0a
EFUNKNT,Race/ethnicity unknown total,<NA>,<NA>,2022,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2022/EF2022CP_Dict/ef2022cp.xlsx,ef2022cp.xlsx,ef2022cp.xlsx,race/ethnicity unknown total,efunknt,<na>,EF,EF,,FallEnrollment,fbb82e191677f0a3dda66bae1348fa2448668b0c743dcd8d0b5c89c4c0b81132
EFUNKNT,Race/ethnicity unknown total,<NA>,<NA>,2022,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2022/EF2022A_Dict/ef2022a.xlsx,ef2022a.xlsx,ef2022a.xlsx,race/ethnicity unknown total,efunknt,<na>,EF,EF,,FallEnrollment,fbb82e191677f0a3dda66bae1348fa2448668b0c743dcd8d0b5c89c4c0b81132
HRWHITT,White total,<NA>,<NA>,2022,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2022/S2022_NH_Dict/s2022_nh.xlsx,s2022_nh.xlsx,s2022_nh.xlsx,white total,hrwhitt,<na>,HR,HR,,HumanResources,fddda84b0197c80f164a48c3d3996b688afa6ca96ad0dcaf192633eaf6aa353b
HRWHITT,White total,<NA>,<NA>,2022,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2022/S2022_OC_Dict/s2022_oc.xlsx,s2022_oc.xlsx,s2022_oc.xlsx,white total,hrwhitt,<na>,HR,HR,,HumanResources,fddda84b0197c80f164a48c3d3996b688afa6ca96ad0dcaf192633eaf6aa353b
HRWHITT,White total,<NA>,<NA>,2022,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2022/S2022_IS_Dict/s2022_is.xlsx,s2022_is.xlsx,s2022_is.xlsx,white total,hrwhitt,<na>,HR,HR,,HumanResources,fddda84b0197c80f164a48c3d3996b688afa6ca96ad0dcaf192633eaf6aa353b
HRHISPM,Hispanic or Latino men,<NA>,<NA>,2023,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2023/S2023_OC_Dict/s2023_oc.xlsx,s2023_oc.xlsx,s2023_oc.xlsx,hispanic or latino men,hrhispm,<na>,HR,HR,,HumanResources,00d852df206bc843a6bff2d3d5e45fa2d19eee4a5111219ced1147b514eccb0f
HRHISPM,Hispanic or Latino men,<NA>,<NA>,2023,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2023/S2023_NH_Dict/s2023_nh.xlsx,s2023_nh.xlsx,s2023_nh.xlsx,hispanic or latino men,hrhispm,<na>,HR,HR,,HumanResources,00d852df206bc843a6bff2d3d5e45fa2d19eee4a5111219ced1147b514eccb0f
HRHISPM,Hispanic or Latino men,<NA>,<NA>,2023,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2023/S2023_IS_Dict/s2023_is.xlsx,s2023_is.xlsx,s2023_is.xlsx,hispanic or latino men,hrhispm,<na>,HR,HR,,HumanResources,00d852df206bc843a6bff2d3d5e45fa2d19eee4a5111219ced1147b514eccb0f
CSWHITT,White total ,<NA>,<NA>,2023,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2023/C2023_B_Dict/C2023_b_dict.xlsx,C2023_b_dict.xlsx,C2023_b_dict.xlsx,white total,cswhitt,<na>,C,C,,Completions,073f28c67622a02dda509be235975178854339696010afc0a61341c4746c40ca
CSWHITT,White total ,<NA>,<NA>,2023,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2023/C2023_C_Dict/C2023_c_dict.xlsx,C2023_c_dict.xlsx,C2023_c_dict.xlsx,white total,cswhitt,<na>,C,C,,Completions,073f28c67622a02dda509be235975178854339696010afc0a61341c4746c40ca
EFY2MORM,Two or more races men,<NA>,<NA>,2023,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2023/EFFY2023_HS_Dict/EFFY2023_HS_dict.xlsx,EFFY2023_HS_dict.xlsx,EFFY2023_HS_dict.xlsx,two or more races men,efy2morm,<na>,EFFY,EFFY,,12MonthEnrollment,0a61a564c9483add6cb3fe9e8614ddfd0b0e23c866c1d3d6fd8ce6ae81344a77
EFY2MORM,Two or more races men,<NA>,<NA>,2023,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2023/EFFY2023_Dict/EFFY2023_dict.xlsx,EFFY2023_dict.xlsx,EFFY2023_dict.xlsx,two or more races men,efy2morm,<na>,EFFY,EFFY,,12MonthEnrollment,0a61a564c9483add6cb3fe9e8614ddfd0b0e23c866c1d3d6fd8ce6ae81344a77
HRUNKNW,Race/ethnicity unknown women,<NA>,<NA>,2023,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2023/S2023_OC_Dict/s2023_oc.xlsx,s2023_oc.xlsx,s2023_oc.xlsx,race/ethnicity unknown women,hrunknw,<na>,HR,HR,,HumanResources,0c5bcc8aea81b81f39a6c429f4892b18df3d80bd8e09900b0de6c452b8efa768
HRUNKNW,Race/ethnicity unknown women,<NA>,<NA>,2023,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2023/S2023_NH_Dict/s2023_nh.xlsx,s2023_nh.xlsx,s2023_nh.xlsx,race/ethnicity unknown women,hrunknw,<na>,HR,HR,,HumanResources,0c5bcc8aea81b81f39a6c429f4892b18df3d80bd8e09900b0de6c452b8efa768
HRUNKNW,Race/ethnicity unknown women,<NA>,<NA>,2023,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2023/S2023_IS_Dict/s2023_is.xlsx,s2023_is.xlsx,s2023_is.xlsx,race/ethnicity unknown women,hrunknw,<na>,HR,HR,,HumanResources,0c5bcc8aea81b81f39a6c429f4892b18df3d80bd8e09900b0de6c452b8efa768
HRNRALM,U.S. Nonresident men,<NA>,<NA>,2023,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2023/S2023_OC_Dict/s2023_oc.xlsx,s2023_oc.xlsx,s2023_oc.xlsx,u s nonresident men,hrnralm,<na>,HR,HR,,HumanResources,135e9b854d0ce7a876de225a498c639fe14a98e6d2b81f85e31acb034b07dd2e
HRNRALM,U.S. Nonresident men,<NA>,<NA>,2023,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2023/S2023_NH_Dict/s2023_nh.xlsx,s2023_nh.xlsx,s2023_nh.xlsx,u s nonresident men,hrnralm,<na>,HR,HR,,HumanResources,135e9b854d0ce7a876de225a498c639fe14a98e6d2b81f85e31acb034b07dd2e
HRNRALM,U.S. Nonresident men,<NA>,<NA>,2023,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2023/S2023_IS_Dict/s2023_is.xlsx,s2023_is.xlsx,s2023_is.xlsx,u s nonresident men,hrnralm,<na>,HR,HR,,HumanResources,135e9b854d0ce7a876de225a498c639fe14a98e6d2b81f85e31acb034b07dd2e
HRNHPIM,Native Hawaiian or Other Pacific Islander men,<NA>,<NA>,2023,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2023/S2023_OC_Dict/s2023_oc.xlsx,s2023_oc.xlsx,s2023_oc.xlsx,native hawaiian or other pacific islander men,hrnhpim,<na>,HR,HR,,HumanResources,1587c0da73528768503222586a649c9901b8bf36da62b85f8b7e1520b46ebf33
HRNHPIM,Native Hawaiian or Other Pacific Islander men,<NA>,<NA>,2023,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2023/S2023_NH_Dict/s2023_nh.xlsx,s2023_nh.xlsx,s2023_nh.xlsx,native hawaiian or other pacific islander men,hrnhpim,<na>,HR,HR,,HumanResources,1587c0da73528768503222586a649c9901b8bf36da62b85f8b7e1520b46ebf33
HRNHPIM,Native Hawaiian or Other Pacific Islander men,<NA>,<NA>,2023,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2023/S2023_IS_Dict/s2023_is.xlsx,s2023_is.xlsx,s2023_is.xlsx,native hawaiian or other pacific islander men,hrnhpim,<na>,HR,HR,,HumanResources,1587c0da73528768503222586a649c9901b8bf36da62b85f8b7e1520b46ebf33
CS2MORT,Two or more races total,<NA>,<NA>,2023,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2023/C2023_B_Dict/C2023_b_dict.xlsx,C2023_b_dict.xlsx,C2023_b_dict.xlsx,two or more races total,cs2mort,<na>,C,C,,Completions,161542d1e90f5d7e62c8b834a51a21e005b32aae3309ce9dec69bfc0a9bb3697
CS2MORT,Two or more races total,<NA>,<NA>,2023,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2023/C2023_C_Dict/C2023_c_dict.xlsx,C2023_c_dict.xlsx,C2023_c_dict.xlsx,two or more races total,cs2mort,<na>,C,C,,Completions,161542d1e90f5d7e62c8b834a51a21e005b32aae3309ce9dec69bfc0a9bb3697
HR2MORM,Two or more races men,<NA>,<NA>,2023,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2023/S2023_OC_Dict/s2023_oc.xlsx,s2023_oc.xlsx,s2023_oc.xlsx,two or more races men,hr2morm,<na>,HR,HR,,HumanResources,1f42dff0a3d9ed102c9341d94b81ec2195f81364e1f86b188ed3f77457984c52
HR2MORM,Two or more races men,<NA>,<NA>,2023,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2023/S2023_NH_Dict/s2023_nh.xlsx,s2023_nh.xlsx,s2023_nh.xlsx,two or more races men,hr2morm,<na>,HR,HR,,HumanResources,1f42dff0a3d9ed102c9341d94b81ec2195f81364e1f86b188ed3f77457984c52
HR2MORM,Two or more races men,<NA>,<NA>,2023,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2023/S2023_IS_Dict/s2023_is.xlsx,s2023_is.xlsx,s2023_is.xlsx,two or more races men,hr2morm,<na>,HR,HR,,HumanResources,1f42dff0a3d9ed102c9341d94b81ec2195f81364e1f86b188ed3f77457984c52
EFY2MORW,Two or more races women ,<NA>,<NA>,2023,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2023/EFFY2023_HS_Dict/EFFY2023_HS_dict.xlsx,EFFY2023_HS_dict.xlsx,EFFY2023_HS_dict.xlsx,two or more races women,efy2morw,<na>,EFFY,EFFY,,12MonthEnrollment,229d6492a38242c5891204c3e59ab242c7255d158f54bd7b7c9c6d45993752f0
EFY2MORW,Two or more races women ,<NA>,<NA>,2023,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2023/EFFY2023_Dict/EFFY2023_dict.xlsx,EFFY2023_dict.xlsx,EFFY2023_dict.xlsx,two or more races women,efy2morw,<na>,EFFY,EFFY,,12MonthEnrollment,229d6492a38242c5891204c3e59ab242c7255d158f54bd7b7c9c6d45993752f0
EFYNRALW,U.S. Nonresident women,<NA>,<NA>,2023,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2023/EFFY2023_HS_Dict/EFFY2023_HS_dict.xlsx,EFFY2023_HS_dict.xlsx,EFFY2023_HS_dict.xlsx,u s nonresident women,efynralw,<na>,EFFY,EFFY,,12MonthEnrollment,23252048b78270e0d4a1a2ba7ab13340c828328080556e23a2d22bf08a5957c9
EFYNRALW,U.S. Nonresident women,<NA>,<NA>,2023,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2023/EFFY2023_Dict/EFFY2023_dict.xlsx,EFFY2023_dict.xlsx,EFFY2023_dict.xlsx,u s nonresident women,efynralw,<na>,EFFY,EFFY,,12MonthEnrollment,23252048b78270e0d4a1a2ba7ab13340c828328080556e23a2d22bf08a5957c9
EFY2MORT,Two or more races total ,<NA>,<NA>,2023,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2023/EFFY2023_HS_Dict/EFFY2023_HS_dict.xlsx,EFFY2023_HS_dict.xlsx,EFFY2023_HS_dict.xlsx,two or more races total,efy2mort,<na>,EFFY,EFFY,,12MonthEnrollment,27621d0fa6f4a8c353e7f57a033e1e7cd0b6977561840e3c306b6ea9d451c6a0
EFY2MORT,Two or more races total ,<NA>,<NA>,2023,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2023/EFFY2023_Dict/EFFY2023_dict.xlsx,EFFY2023_dict.xlsx,EFFY2023_dict.xlsx,two or more races total,efy2mort,<na>,EFFY,EFFY,,12MonthEnrollment,27621d0fa6f4a8c353e7f57a033e1e7cd0b6977561840e3c306b6ea9d451c6a0
EFYHISPM,Hispanic or Latino men ,<NA>,<NA>,2023,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2023/EFFY2023_HS_Dict/EFFY2023_HS_dict.xlsx,EFFY2023_HS_dict.xlsx,EFFY2023_HS_dict.xlsx,hispanic or latino men,efyhispm,<na>,EFFY,EFFY,,12MonthEnrollment,28d774e8f55baa42cf5d9e1bfd458bfdcc17d1c10fccf516e05abcacdb5de1c9
